	ZJTKAE3	ZJXC41N	ZK112BX	ZK4CK8Y	ZKFV71L	ZKVR426 	ZL63I8R 	ZL9BTWF	ZLGD9M0	ZLPRB8E 	ZLPZS0H	ZLTUJTN	ZLYEM2C	ZLZNCLZ	ZLZQMEV	ZM7JY3G	ZM8YXDM	ZMBH10Z	ZMBVNFM	ZMS5W76	ZN0JE53	ZN3TBJM	ZN9YTFN	ZNDMXI3	ZOZOW1T	ZPDABJR 	ZPEL6L3	ZPF36E2	ZPMBHPS	ZQFL1P3 	ZQMVU4Q	ZR47VBL	ZRB0F6P 	ZRLZ98T	ZTJ7L7Z 	ZTLIFAS	ZTMFN3O	ZTTL3YH	ZTUO1AO	ZTXY83G	ZUL3S6O	ZUPAQVU	ZV14SIB	ZVBQY1N	ZVC4YUG	ZVGW5FI	ZVM4N7A	ZVNCGHM	ZVTCAK9	ZW61YGW 	ZWCZHHY 	ZWFDEY0 	ZWHMV5E	ZWLGEWL	ZX52KVK	ZXSO14L	ZY1ZKJY	ZY7IW45	ZY9XQJP	ZYXQKWY
PI16	-3.303862167	-5.089411867	-5.046414789	-4.850574667	-3.739558067	-4.534560542	-3.604849056	-3.602759944	-4.266832364	-5.3115369	-4.327999	-3.671230167	-4.7113773	-3.979271652	-3.428814077	-4.412163167	-5.0258245	-5.474788429	-4.480083917	-4.899079	-5.110095967	-3.846213571	-4.00730975	-5.292425571	-4.254179446	-5.159785143	-3.690095333	-4.66032625	-3.630522	-4.1380542	-4.191137667	-4.94827025	-4.2790285	-4.010459333	-5.359159625	-4.5258842	-4.249030333	-4.692841	-6.531957	-4.474182667	-4.956158083	-4.407184	-4.523201	-4.6719928	-4.8744305	-4.024337667	-3.931727778	-4.053676143	-4.280676333	-3.901594	-4.951061	-4.10528975	-4.605285	-4.428317571	-4.451326643	-5.553485	-4.742946467	-3.346937333	-3.913756556	-4.323997143
NPHP3	-3.192394833	-3.740981133	-3.710794737	-3.868241222	-3.516156	-2.654580875	-3.336543611	-4.600783833	-3.199193909	-4.8990927	-3.002111692	-2.874254667	-4.6495178	-3.745627087	-3.313948077	-3.5220555	-4.438082375	-3.128974286	-3.824091083	-3.83114	-3.136434998	-3.517653655	-3.72270525	-3.037446571	-3.819630492	-4.695576714	-3.448127167	-3.06969875	-5.991274	-3.5814686	-3.873063	-3.793402	-3.89085	-2.946417	-4.189452375	-3.864737	-3.898108778	-3.480324	-4.3810865	-3.853396167	-4.127052333	-4.193858667	-3.972491167	-3.527339733	-3.792522333	-3.736741333	-3.600109556	-4.372794929	-2.559137333	-3.50087375	-4.520232333	-3.22112625	-2.8294416	-2.803251857	-3.514044	-4.22415	-3.2866976	-2.966807333	-3.348739111	-3.158150286
SLFN11	-2.163078008	-2.54152734	-2.192526053	-1.743321444	-1.990787867	-2.058582327	-2.1801405	-1.922572372	-2.076408727	-2.0460541	-2.696869885	-2.284634125	-2.5798421	-2.508722796	-1.775982	-2.70924675	-2.25840925	-1.944307429	-2.378089733	-1.224738	-2.825631611	-2.457264917	-2.148585625	-2.477103571	-1.819360398	-2.452342143	-1.900434508	-1.98335925	-2.245586	-2.1278692	-2.363898667	-1.9842775	-2.265135	-1.837825333	-2.12505	-2.0224296	-3.071060444	-1.490793	-1.8200245	-2.123380333	-2.582833833	-1.899446186	-1.74156003	-2.856677024	-2.404164833	-3.504550333	-2.666583444	-2.177915443	-1.260716067	-1.917930625	-2.603996667	-2.645389838	-1.90137396	-3.438135257	-3.422892571	-1.538826	-2.721137293	-2.763757608	-1.766013222	-2.010316143
FERMT3	-4.838060667	-4.3629824	-4.592157789	-4.802506778	-4.9376516	-4.235948	-4.250163889	-4.406976556	-4.407729636	-4.6984919	-4.969020615	-4.678496583	-5.0687481	-4.931618435	-4.694550462	-4.932778417	-4.780439625	-5.302001	-4.514110875	-6.470507	-4.896986648	-4.746909881	-4.786671438	-4.141351143	-4.739626508	-4.513507	-4.474385	-3.804162	-1.785375	-4.7028864	-4.605056	-4.15154525	-5.4871075	-5.038045333	-3.96919335	-3.9606152	-5.373511222	-4.2232895	-4.4633475	-4.421136167	-4.974392917	-4.115848222	-3.921139667	-4.766886733	-4.285757667	-5.408257667	-4.216109778	-4.600502714	-4.231714333	-4.497581625	-4.568967778	-5.609071375	-2.9197875	-5.012711571	-5.154678929	-3.868957	-4.073358	-4.64019775	-4.733256111	-4.719607714
PSTK	-5.805907917	-5.391789867	-5.446790053	-5.989294778	-5.6261256	-5.770432625	-5.647479556	-5.568450556	-5.406380545	-5.6594393	-5.718820231	-5.866092375	-5.3877758	-5.823004957	-5.892498846	-5.21193475	-6.058403625	-6.322458571	-5.187959708	-5.409585	-5.368701937	-6.111780476	-5.786417375	-5.837248	-5.700934892	-5.711640143	-5.238111	-6.377535	-5.306794	-5.7039822	-5.527160333	-5.6313905	-5.36813075	-5.755594667	-5.66663475	-5.7568942	-5.512758667	-6.2776195	-6.4803835	-5.615788833	-5.426758167	-5.214153556	-5.277558833	-5.684590333	-6.439443	-6.682638333	-6.031428444	-6.059500643	-5.353019333	-5.504311	-5.911077444	-5.609890625	-5.8355376	-6.096229	-5.568187464	-5.861543	-6.161524667	-6.042732167	-5.371216111	-5.468487571
GPR116	-1.249183508	-2.409366533	-0.827525474	-1.274469322	-1.188275593	-1.259538408	-1.743766889	-1.742080283	-1.349601336	-1.58233351	-1.307685423	-1.158877288	-1.39103412	-1.618312096	-1.509758946	-2.330793075	-2.535452663	-2.614586857	-1.482194463	0.2726308	-2.023853683	-1.70486816	-1.522695843	-2.563893871	-1.370698791	-3.437235329	-1.88151285	-1.55042295	-3.425688	-2.3034827	-2.3841903	-2.11139065	-1.6580333	-1.675522933	-2.078422188	-1.91334212	-1.413468011	-1.833578	-1.442543	-1.831711183	-2.137746275	-1.290121722	-2.045796717	-1.890286127	-2.039817333	-2.039780667	-2.324848222	-1.805391643	-2.716481367	-1.7699559	-2.152078567	-1.64623515	-2.207033	-1.405600271	-1.876205104	-1.010487	-1.982238313	-2.386562433	-2.539885811	-1.015409757
ABCF1	-2.3735285	-1.563271133	-2.438766289	-1.689092111	-2.929143733	-3.053797728	-2.555637442	-2.208788444	-3.041183636	-2.0084471	-2.937367	-2.235656742	-1.15329688	-2.48618297	-2.080515985	-1.7787449	-2.285626175	-2.014169071	-2.086680467	-1.823317	-2.408838784	-2.781523169	-2.159972844	-2.486258714	-2.29066815	-2.251138857	-2.338357073	-3.11529475	-2.981332	-2.917582	-2.304811	-1.6666518	-2.25238675	-1.967439667	-2.532361	-2.4342108	-2.7408637	-1.6001825	-2.006541	-2.244506333	-1.988653775	-2.220711667	-1.614263817	-2.384739287	-3.554689	-2.232602	-2.204449267	-2.244218957	-0.882649133	-2.168791625	-2.154464889	-2.142290363	-2.6362544	-2.220723229	-2.328327471	-0.6225686	-2.755339867	-1.621460992	-2.149779767	-2.6355896
TTN	-1.383248475	-1.923166497	-1.387717352	-0.665445822	-2.24445304	-2.831669204	-1.695927428	-2.168960739	-2.125582509	-0.79607934	-2.734848385	-2.385683517	-2.02766634	-1.82521936	-2.5072985	-1.538829617	-2.265374775	-2.297611643	-1.975726988	-2.196609	-2.135000466	-2.378967198	-2.484151681	-1.859292814	-1.862197027	-2.8824789	-1.987329933	-2.0480481	-2.475264	-1.93337234	-2.028318533	-2.2391337	-1.4558864	-1.389332	-1.654149425	-1.30878258	-3.059407578	-0.8391473	-1.4458495	-1.843516933	-2.457623508	-2.497821033	-1.686721017	-2.978390313	-2.3426326	-1.119224833	-2.676479222	-2.4518725	-1.399195533	-1.998096713	-1.897533789	-1.891721428	-2.25498714	-2.118471743	-2.318257832	-2.386889	-1.879904404	-2.528885417	-1.576525682	-0.816237816
CTTNBP2	-4.33266	-3.831473267	-3.974019316	-4.186694667	-4.568907333	-4.764750254	-4.565605389	-3.683561436	-4.333257909	-4.3828409	-5.070415231	-3.850365908	-4.5345578	-4.420267019	-4.159984385	-3.48356445	-4.190494313	-4.845783143	-3.766641117	-3.046468	-4.434055944	-4.946801376	-4.63971425	-3.777423314	-3.468424733	-2.948421714	-3.985145517	-2.064851	-4.656898	-1.6412932	-3.990965	-3.7266557	-2.05597865	-3.037831	-2.05172975	-0.8380524	-5.100967889	-4.832888	-5.1593175	-2.902410233	-4.096954583	-4.620510778	-3.074667333	-3.944911133	-3.947329333	-6.184933333	-5.920632667	-4.937573879	-3.981809333	-3.705867504	-3.390598222	-4.645079625	-4.2370426	-3.222748	-3.981316861	-4.235994	-3.34838494	-5.137461083	-3.484730556	-3.481731714
CFHR4	-3.374705667	-4.2938866	-3.866853526	-3.045813111	-2.586130933	-3.370510542	-2.7439225	-3.543760889	-2.803743818	-3.5802231	-3.825066923	-3.140109625	-2.9347574	-4.567601913	-3.458022923	-4.079518917	-3.79013825	-3.369184571	-4.197245375	-4.742197	-4.153828911	-3.714493381	-3.832648063	-4.966880714	-3.826837062	-5.238135714	-4.414078667	-3.8262005	-6.384731	-5.908581	-6.381452333	-5.5734935	-5.618658	-4.040552	-5.197441	-4.4050708	-4.170027556	-4.0330215	-3.0618335	-4.572936	-4.13714825	-3.983419444	-5.313563833	-4.708848467	-3.971964667	-3.939590333	-4.355900667	-3.977026714	-3.601053333	-4.651136625	-5.395698889	-3.981260375	-3.2715922	-3.876632429	-5.109923429	-5.101127	-4.1272786	-3.708996333	-4.258189889	-3.172899571
FAM3C	-4.891378833	-4.8508936	-5.064914684	-4.800538333	-4.726991867	-5.464685542	-5.440912333	-5.554007944	-5.121294455	-4.280361	-5.192017846	-5.857011667	-5.18143	-5.53699987	-5.996479	-4.23696825	-5.093118375	-5.233435	-5.3342575	-5.065557	-5.603372937	-6.015111738	-5.238948375	-5.302644571	-6.101225062	-5.156908714	-5.608883	-5.82769625	-5.308221	-4.5966428	-5.399363	-4.53361675	-4.4828935	-5.821029667	-5.73245675	-5.8558164	-5.817225778	-5.1649435	-4.8741855	-5.554948	-5.031108833	-5.295234667	-5.738842	-5.071017933	-4.475990333	-5.501348	-5.245791556	-5.484519214	-5.40294	-5.41302525	-4.639956778	-5.790781	-5.8300532	-5.599916	-4.906214357	-4.21817	-5.058088667	-5.635573667	-6.354032778	-5.346910857
NUP205	-2.85866075	-2.012181313	-2.232611579	-2.188094222	-2.4736222	-2.191161833	-2.184438833	-3.279891444	-2.930536273	-2.215407	-1.851679638	-2.049423958	-1.44528944	-2.757440557	-2.125487223	-2.069174	-2.394443875	-1.625674386	-3.601844625	-2.225184	-2.549312277	-2.445472345	-2.1505225	-2.430261857	-3.119514846	-2.160380571	-2.680569167	-2.368676	-3.136386	-2.5853966	-3.600032	-2.878443	-2.325146	-2.432104333	-3.060079875	-2.6822086	-2.324316333	-2.878326	-2.4565955	-3.280625833	-2.03854725	-2.548986778	-2.155566583	-3.014486067	-3.278996667	-1.602635333	-1.983854833	-2.210190429	-4.367251667	-2.2039355	-2.483153333	-2.44047775	-2.9969166	-2.209688429	-2.437876986	-2.121247	-2.569694867	-2.719385083	-4.076473	-3.007970571
RYR2	-2.374562475	-2.846621893	-2.044433368	-2.001054111	-2.116846133	-1.993329883	-1.930218806	-2.316005361	-2.041698	-2.0511936	-2.753854077	-2.051392583	-2.3559841	-2.512444296	-2.079299554	-2.584657567	-2.27380475	-1.890451714	-2.677508596	-0.5734507	-2.697944634	-2.3792835	-2.105434125	-2.149416	-1.850831359	-2.309098286	-1.99508634	-1.9489465	-1.923922	-2.042571	-2.312446	-2.58333325	-2.40994925	-2.371454667	-2.251861875	-2.929892	-2.861826	-1.7753155	-1.718778	-2.048470833	-2.481663583	-1.913791144	-1.996612477	-2.935028558	-1.778596983	-2.582558667	-3.45682	-2.411414557	-1.2790824	-2.069140875	-2.618494111	-3.4152675	-2.3395778	-2.690111757	-3.284010836	-1.499869	-3.327029573	-2.295609685	-1.835117778	-2.013332457
PRG4	-2.920572742	-3.243240933	-2.693806263	-3.695088111	-2.4555556	-2.279994083	-2.804635056	-3.266375556	-2.858615364	-3.1148334	-1.885252385	-3.587819167	-3.3477496	-3.143674365	-2.746367385	-2.63671575	-2.152298838	-1.883487943	-3.211999792	-1.934003	-2.477341213	-2.636750643	-2.373712688	-3.153320143	-2.658361477	-2.840561429	-2.484679933	-0.910679475	-2.563497	-2.4917828	-2.344665667	-2.6532225	-2.73176375	-2.410544667	-1.257472438	-2.5213984	-4.493403444	-2.134266	-2.521392	-2.186330333	-2.57109275	-1.99699	-3.015390167	-2.906471933	-1.717896967	-3.725301667	-2.435045111	-2.794354929	-3.881140667	-2.718171	-2.673581444	-2.425301375	-1.9965977	-2.690136286	-3.082745143	-2.31609	-1.91350512	-2.32866325	-2.150303889	-2.1824841
PRG4.1	-2.554108417	-1.667820553	-1.825519105	-3.045332444	-1.874749267	-1.744844375	-2.292153389	-2.730385	-1.887714455	-3.0011711	-1.107695385	-2.708624083	-1.8469782	-1.882591809	-2.321660846	-2.097333333	-1.327109325	-2.558262714	-1.896722363	-1.435719	-1.585949297	-2.137692767	-1.855592313	-2.591861429	-2.215750944	-2.731335	-2.4171265	-0.902556125	-2.609009	-2.3584426	-2.429876667	-2.2251775	-2.62508825	-2.064408333	-1.177013063	-2.257358	-3.074118056	-1.456191	-1.7858475	-1.9880365	-2.178862083	-1.083551733	-2.863717	-2.681789333	-1.555578333	-2.2497796	-1.910011578	-2.190550436	-0.7940715	-1.871022	-1.827344778	-0.93457	-0.90462566	-1.8413004	-1.403046789	-5.661574	-1.137801527	-1.525464842	-1.853884222	-2.847771
CPB2	-0.230536776	0.114643448	-0.050684967	0.237930788	0.172337789	0.285512402	0.100938721	0.287571269	0.391805809	-0.439518036	-0.224816214	0.472757975	0.249120744	0.190495057	0.061429358	0.196046726	0.385077379	0.25173384	0.459281388	0.3128723	0.367494018	-0.233953853	0.365725769	0.492836263	0.348770731	0.3203967	-0.040849683	0.449666075	0.5193154	0.1897841	0.255401833	0.71932145	0.1850672	0.210816967	0.303206318	0.32498238	0.159625172	0.37975165	0.24206185	0.274007113	0.469779163	0.363562278	0.29274341	0.436414391	0.038768312	-0.11832237	0.203871799	0.362694445	-0.22627187	0.104828525	0.288760577	0.4866772	0.146156946	-0.290400827	0.233255007	-0.01491836	0.056542657	-0.218918351	0.581187722	0.235155059
CNDP1	-0.9530103	-0.961213587	-1.184268524	-0.263776194	-0.757015987	-2.020238975	-1.429253711	-0.502906485	-0.630796654	-1.09078201	-0.677726615	-1.279266583	-0.539392186	-1.386039809	-1.373443308	-0.527554463	-0.751330963	-1.467458771	-1.355790117	1.07382	-0.98208912	-0.778455396	-1.939096269	-1.780617043	0.195305505	-1.046159943	-0.728779617	-0.6236005	-0.1034375	-0.300961214	-0.318541367	-0.5777267	-0.622811975	-0.376636267	-0.271060932	-1.07450382	-1.631046967	-1.4296895	-0.94878965	-0.355105848	-0.786104767	-0.665206037	-0.457244308	-1.08978374	-2.100281667	-0.168253403	-1.548053833	-0.390273391	-2.1425207	-0.768337363	-0.884880622	-1.133134438	-2.07530462	-0.979733286	-1.176622082	0.2272437	-0.9047442	-1.862200925	-0.439622167	-1.593678
SCLT1	-5.7418855	-5.056334467	-5.389670053	-5.875105889	-5.454519	-5.618080417	-5.563379556	-5.134528889	-5.449503636	-5.5100165	-5.192888615	-5.338064667	-4.2624523	-5.056889565	-5.258635154	-5.02168005	-4.257079138	-4.554727714	-5.693280667	-5.482104	-4.853747784	-5.554857238	-5.135878938	-4.826447143	-5.503004354	-5.337431571	-5.292555333	-5.38897575	-6.503291	-6.026723	-5.730471	-4.699725	-5.44786475	-6.085635	-5.664343625	-5.573003	-5.227562	-5.274706	-5.6313125	-5.280509	-4.72311875	-5.389899778	-5.2677035	-5.342976933	-5.903963667	-6.010328	-5.297589444	-5.166593286	-5.020095	-5.332135375	-5.278126222	-5.266032875	-4.432984	-6.049122857	-5.148022321	-6.022795	-5.089902	-4.813251417	-4.838572222	-5.22174
PGLYRP2	1.661277667	1.689693353	1.681155789	0.905424111	1.7394042	1.371283013	1.703727667	1.779696333	1.635602727	1.3932353	1.121832769	1.664045042	1.8948887	1.969159217	1.804873385	1.921749583	1.01007075	1.788484	1.685388513	1.797439	1.803545169	1.312809095	1.733134188	2.096415143	1.843248252	1.779263143	1.667145	1.71558775	1.719499	1.7442262	1.918608	1.81388475	1.4976485	1.682381	1.612327875	1.3393958	1.836186444	1.2630156	1.0635029	2.000432	1.920026167	1.625578667	1.8657975	2.038171667	1.549776483	1.739694333	1.788245889	1.652234586	1.499913333	1.8839845	1.886845556	1.642710875	1.960276	1.548898757	1.918883729	1.559628	1.411882007	2.214662333	2.301270667	1.839657
CDK5RAP2	-4.301353667	-5.1259972	-4.285840579	-4.488308444	-5.0540054	-4.493183625	-4.890530611	-4.666675222	-4.714060545	-4.785258	-4.148424077	-3.974038417	-5.5064117	-5.017113478	-4.075848615	-4.932499167	-4.5622605	-4.890035714	-4.594623292	-4.759764	-4.714792052	-5.046034595	-5.004019688	-5.424148714	-4.535800046	-4.611160571	-4.282460667	-5.37244375	-6.487467	-5.4569698	-4.877577667	-4.11450225	-5.31329175	-4.961752333	-5.144714	-4.8760414	-5.637000556	-5.3359415	-2.231306	-5.2722745	-4.669481417	-3.887897	-5.289569333	-5.333212333	-5.303477667	-5.567266667	-5.072004556	-4.610392571	-5.305936667	-5.491096375	-5.143718889	-4.70022625	-6.1669298	-5.711258571	-5.221153714	-2.996099	-5.399921933	-4.604424667	-4.651243556	-5.255512143
OLFM1	-4.731945583	-4.034634333	-4.174711316	-5.000954444	-3.928623147	-4.012876	-3.993728	-3.647881606	-4.113154364	-4.6109379	-4.720381231	-3.703226179	-4.8408389	-3.98067513	-3.999155385	-4.575982167	-4.15983525	-4.197151429	-4.185780542	-5.284447	-4.454356078	-4.325841333	-4.205785625	-4.629809286	-4.173644311	-3.840378429	-3.1219736	-3.180175975	-3.782774	-5.0234746	-3.795986333	-4.666361	-5.07931425	-3.948118667	-4.871403625	-3.4537282	-3.282785889	-4.750912	-4.324496	-4.218056	-4.2249955	-4.179753333	-4.472166	-3.954469533	-2.67647665	-3.792589333	-3.535510556	-4.706837	-4.079586667	-4.49954075	-4.224826222	-3.945144875	-4.659507	-3.993459143	-4.283087286	-3.825317	-4.738589467	-3.606895142	-4.848472333	-4.228291571
SH3GL3	-0.9794387	-2.799862667	-2.275310842	-2.221775222	-1.690166667	-1.519158533	-1.368193072	-3.832438667	-1.098524536	-0.72850164	-0.951993769	-2.072507379	-1.80520784	-2.412813478	-1.315131365	-2.0236486	-2.6805685	-2.743870714	-2.392964333	-2.509219	-2.568195446	-0.744613859	-2.249942431	-3.208891229	-2.476297392	-3.466588253	-2.064715433	-2.71669725	-7.131846	-3.41159838	-3.826668533	-2.25979745	-1.862166068	-2.283121	-3.539674125	-3.13970382	-1.252072722	-3.4038365	-0.6291036	-2.746775333	-2.213903108	-1.651188089	-2.869666267	-2.3845114	-0.883949658	-1.4511154	-2.389488533	-1.801583722	-1.829539433	-2.0732863	-2.485225511	-1.915189438	-2.9110758	-1.926380129	-2.546660679	-2.025741	-1.311367387	-2.734758333	-3.451871778	-1.586669857
COLEC11	-4.621165583	-3.928129933	-3.826286684	-5.790052222	-4.617445533	-5.003646792	-5.021031944	-4.441323278	-4.213998273	-4.7790456	-3.320478769	-4.146880708	-3.5684519	-3.491844522	-4.276844154	-3.772938083	-4.432825625	-4.442929143	-4.110581042	-4.734312	-4.481860295	-3.780349071	-3.646516063	-3.702153571	-4.1749032	-3.616516286	-4.178510333	-3.6036225	-3.212417	-4.2965216	-4.419763	-3.80794675	-4.472052	-4.740614	-3.797165875	-4.8625866	-3.089085111	-6.6015815	-5.656369	-4.400439	-3.354979417	-4.300356222	-3.692042667	-5.055244067	-4.729505167	-2.840551333	-4.057638556	-4.517072143	-5.031584333	-4.194909875	-3.957318667	-3.98764625	-4.9763164	-4.038949429	-5.085044786	-5.410909	-4.635700067	-4.369943167	-3.779431889	-3.923678714
CFHR5	-2.736832333	-2.5258396	-3.404819526	-2.081242444	-2.416496333	-2.90065325	-2.209791333	-2.848666222	-2.652239091	-3.4740651	-3.067176462	-2.317395875	-2.4913892	-3.364496217	-3.365099769	-3.237237833	-2.8714825	-3.035595	-3.584249667	-1.504693	-2.953045354	-2.571908988	-2.696667875	-3.759025571	-4.765860646	-3.623070143	-2.601067	-3.415545	-2.303443	-3.557288	-3.429433333	-3.0898425	-3.0651495	-3.380593333	-2.91517525	-3.3327746	-3.534946444	-2.253107	-1.934971	-3.05389	-3.046105083	-2.649916444	-2.412161333	-2.7804032	-2.536043333	-3.323835667	-3.818415667	-3.003903857	-2.417117667	-2.990575125	-3.601230222	-3.12075975	-2.1992792	-1.961837686	-2.84673075	-2.247175	-3.196301533	-2.76757775	-2.033475722	-2.399467571
CDHR5	0.405573272	0.228734572	0.021280975	0.027281352	0.161928292	0.22463933	0.352794675	-0.029494174	0.111907003	0.110182146	-0.113245777	0.310077731	-0.4399208	0.184448139	-0.095518645	0.401362722	-0.437433438	0.602024258	0.29003624	0.6822584	0.154142765	0.298534019	0.084284764	0.710745471	0.063976072	1.115198233	0.309323417	0.34548545	1.514061	0.77883504	0.019829942	0.101131075	0.1167241	0.156872867	0.691979714	-0.22903166	0.015447266	1.5745475	1.15267435	0.774432167	-0.114825623	-0.429295889	0.02857505	0.645821162	0.629852733	-0.026739967	0.455754722	0.023027607	1.154886067	0.125900275	0.109158852	0.3121665	0.43647556	0.3084991	-0.152674938	0.7236335	0.133294439	0.05621691	0.630358844	0.648005814
IL1RAP	-5.18312575	-4.897661333	-4.731263842	-5.025121667	-4.620422467	-4.71587925	-4.916289444	-4.781518222	-4.669627636	-5.0360807	-4.954118769	-4.671471125	-4.3544896	-5.236850217	-5.560546077	-4.569372083	-5.3694925	-5.494870857	-4.83414275	-6.181644	-4.954730333	-4.268837833	-5.041758688	-4.993168	-3.843408138	-5.084009286	-3.936607833	-4.987929	-5.234814	-4.4422762	-5.462026667	-5.01016625	-4.785461	-4.848192333	-5.503553375	-5.1739064	-4.386760111	-4.1945575	-4.2214185	-4.870213	-4.691942583	-5.423043778	-4.581965	-5.199143133	-5.448316833	-3.923795	-4.270475778	-4.796121571	-4.922375667	-4.991838125	-5.103358444	-4.773480875	-4.9060832	-5.490280286	-4.6040495	-4.795802	-5.385209533	-4.715796167	-4.244395333	-5.035347571
IL1RAP.1	-5.179087	-4.816928667	-4.722287105	-5.840717889	-4.416971667	-4.669538792	-5.177537	-4.635553833	-4.987550818	-4.9056511	-5.069543077	-4.847063333	-4.2827874	-5.02884613	-5.385268385	-5.120497917	-5.274234	-5.067347857	-4.844494042	-4.655919	-4.628237401	-3.858209524	-4.921218	-4.972532429	-3.739907062	-4.662737143	-4.2480475	-5.3340835	-4.642878	-3.9984668	-5.202264667	-4.52206825	-5.80330075	-4.180768667	-5.266082125	-5.824034	-4.557524111	-4.0522125	-3.9099545	-6.0448345	-4.50292925	-5.293602333	-4.289398333	-5.170928067	-5.177432333	-3.269041	-3.946621667	-4.7712005	-4.451744667	-5.351560125	-4.830350778	-4.578078	-4.7326178	-5.373363	-4.619326821	-4.697243	-5.081957467	-4.578028583	-3.607771556	-4.795031429
INPP5E	-3.509635917	-2.792196513	-3.248038789	-3.380957556	-3.3100746	-3.494197458	-3.542724056	-3.052062944	-3.657713091	-3.4404575	-3.903438538	-3.409559917	-4.1608116	-3.305249604	-3.254325769	-3.08267825	-3.42925975	-3.812306429	-3.230499042	-2.752694	-3.59545904	-4.032982864	-3.626391438	-3.523903143	-2.918519253	-2.617073857	-2.909350333	-3.3215195	-3.249424	-2.8127512	-2.393130333	-2.55614425	-2.61332525	-2.475770667	-2.523115375	-2.089957	-4.253029667	-2.5168155	-3.1609285	-3.0225655	-3.344099417	-2.727297956	-2.3806715	-3.4483012	-3.853102	-2.774921067	-3.767936556	-3.369895736	-3.744462667	-2.92927525	-2.516873	-3.369656	-3.806039	-3.988883286	-3.3932471	-2.40341	-3.296032535	-3.275244917	-2.672644444	-3.117874143
C1RL	-0.6666364	-0.879501773	-0.158959989	-0.773477833	-0.645683587	-0.688374113	-0.851223233	-1.668399294	-0.361878309	-1.08516108	-0.812007385	-0.299008333	-1.02236169	-0.547983183	-1.439660685	-1.8866007	-1.488930113	-1.105277586	-0.813492442	-2.767945	-1.472163839	-1.153634965	-1.547499425	-1.770572414	-1.153987382	-1.331784714	-1.803756367	-1.0357593	-0.9462789	-1.20170004	-1.320924333	-1.01912385	-0.98454265	-0.995447567	-1.40907325	-0.9059173	-0.0320782	-0.76761585	-0.57730135	-0.82831015	-1.316448833	-0.439403478	-1.168185883	-0.82027296	-0.96224505	-0.2407821	-1.051543122	-1.193986329	-4.236773067	-2.210689538	-1.938281333	-0.2630724	-1.25496306	-0.978192671	-0.105039271	-5.194835	-0.382531913	-0.322406074	-1.187466944	-0.495832757
